station_id,station_type,timestamp,pm25,pm10,no2,o3,so2,co,temperature,humidity
ST001,urban,2025-12-10 00:00:00,30.478954832595022,55.857304350375614,33.465094018964294,45.308446941747604,8.750830645478848,1.0615147207743045,23.77186487873651,77.17047540929858
ST001,urban,2025-12-10 01:00:00,34.187468160223155,66.16649633369933,33.90214857192535,63.14197277522144,9.458656695940077,0.8918811060434014,25.81439168612541,54.02388468365097
ST001,urban,2025-12-10 02:00:00,41.84782023019225,43.60014824301696,20.722213662439383,40.78379650887559,6.164621276769201,1.18563016240674,22.29273360689518,62.224172064989766
ST001,urban,2025-12-10 03:00:00,16.51844689584506,62.09581883774276,29.05304297376792,36.162181960027006,8.661405054436505,0.5583223920946095,23.85362323889282,45.146941812321145
ST001,urban,2025-12-10 04:00:00,28.109091714407683,82.96863281036799,27.75609062753098,36.401581161714,7.013476595209857,0.9319939724916614,15.151167855639471,70.50902511730644
ST001,urban,2025-12-10 05:00:00,38.893941557288876,78.56630407646891,38.47970333511545,40.86093890467878,11.483889000532127,0.6924470532579678,17.890136929323923,42.35333544686196
ST001,urban,2025-12-10 06:00:00,42.31383184560642,57.401910773242975,29.19261859026721,29.544922285139442,10.404283811052823,1.027231441675915,20.164748035195895,21.03627973969565
ST001,urban,2025-12-10 07:00:00,59.05653630955861,86.83800706114344,49.283500316467446,41.72434376686609,7.369530612899352,1.1070110968198834,19.13898119342956,62.43240992093459
ST001,urban,2025-12-10 08:00:00,59.17205704353127,76.28141875100846,48.590251649788996,66.29178317148035,12.143655292485196,1.6182277713309754,22.649826826177787,51.360098856442505
ST001,urban,2025-12-10 09:00:00,50.66362770435997,108.60060494295205,45.635996848291335,30.357015679906844,6.710004172226178,1.3027966279304628,25.268491388289473,60.49987312599002
ST001,urban,2025-12-10 10:00:00,35.93829736755657,72.23483453640398,16.182344556765372,33.74789745395748,9.323612016842818,0.6505077055909118,15.737083442769062,61.9669209543666
ST001,urban,2025-12-10 11:00:00,35.60205026079048,66.4336602580791,32.40353219488713,23.225246066019157,9.862128572112342,0.5281798717158737,27.97933039469976,67.71573340589478
ST001,urban,2025-12-10 12:00:00,38.96801625864438,78.9543128305806,30.52137264589204,49.59982420184231,15.486353600458635,1.0937186820126548,22.111005592445377,44.425188490430244
ST001,urban,2025-12-10 13:00:00,23.662017174322067,60.89350133949981,42.542215480468826,32.949044967183966,11.757067744988927,0.9686713123213297,19.472916364395008,52.7320866619117
ST001,urban,2025-12-10 14:00:00,38.486667320479704,29.234236847009768,25.802239110174423,45.35631219315455,12.518863606338805,1.246638298377198,20.29637270113202,83.05156323703505
ST001,urban,2025-12-10 15:00:00,42.01279429826761,65.03440619156294,20.802195990905567,46.44115741052069,10.536860418431779,1.0218557148572316,28.011031277534368,58.56196516059179
ST001,urban,2025-12-10 16:00:00,16.914029367358733,67.29355694784674,25.932412657452403,47.663758564294895,11.006815628652161,0.6734548606883279,22.827802932108998,73.25156300569247
ST001,urban,2025-12-10 17:00:00,68.99477012145861,80.90051053973414,37.528812220631636,54.26771748935212,7.230216781433462,1.0372330466774091,21.726818717332407,72.81240969910213
ST001,urban,2025-12-10 18:00:00,52.3376655948203,78.36034660215586,29.361529859680196,20.13691072513996,11.465954363083657,1.3997145697315128,21.58347296452274,76.8361545445255
ST001,urban,2025-12-10 19:00:00,55.92301873082009,92.72701986918125,52.778850419016386,33.92398725733601,13.814142034889617,1.5250728827173874,23.46436193428367,73.21112682117216
ST001,urban,2025-12-10 20:00:00,30.158740902808844,66.58577617740882,34.04452489182965,30.524877009608986,10.147027793130448,0.7644178949884749,23.92488034171328,83.05489209770289
ST001,urban,2025-12-10 21:00:00,22.56174893657558,44.12252674838536,27.042674756001464,44.90012241634399,7.086428186854198,0.7860503360250066,17.22907173908747,63.23385214382108
ST001,urban,2025-12-10 22:00:00,38.411991234754574,54.30486132647219,33.093871715928024,39.959779960838716,11.374466221944923,0.7793560868214512,27.087197400754846,76.03933554730895
ST001,urban,2025-12-10 23:00:00,23.320176799844173,69.56609348803704,23.29822099845636,36.012416206662145,8.15300557740192,0.7076451578381818,18.961600268091704,52.79235433318834
ST002,industrial,2025-12-10 00:00:00,52.309762473290554,85.8945324082609,29.28688915430304,23.967057938908837,10.91778771357231,0.3529982354488298,21.446245287103434,23.471053392379716
ST002,industrial,2025-12-10 01:00:00,80.4896164794455,86.08527383369108,34.35776771351006,44.62171771819812,15.994578647939695,0.9029883376596476,19.123907831152756,66.1762231036982
ST002,industrial,2025-12-10 02:00:00,79.57777471684952,91.63161241481814,13.178462742035258,47.27919588464438,5.50022637398462,0.6960846460894652,9.624872003782492,69.55409783946504
ST002,industrial,2025-12-10 03:00:00,48.83826818462929,95.3616239908653,20.703065863371975,46.05890303430089,6.026048250115251,0.7613930351360514,27.922516092801125,45.414774212565746
